"Cell","Label","Area","Mean_Fluor_Dapi","Mean_Fluor_Piwi","Mean_Fluor_Red","Dapi_Pos","Piwi_Status","Red_Pos","Dapi_Red_Pos"
33,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",26.228,2506.108,328.607,53.031,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
34,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",28.341,2503.593,257.209,31.007,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
35,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",14.377,1276.935,223.534,59.523,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
36,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",54.518,2345.417,267.425,41.147,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
37,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",40.141,2543.259,206.965,35.25,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
38,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",30.66,2386.61,234.168,50.924,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
39,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",40.553,2742.14,312.418,49.947,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
40,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",32.618,2655.487,217.229,35.065,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
41,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",45.964,2453.457,225.26,30.307,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
42,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",25.765,2458.59,204.332,62.958,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
43,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",67.348,2471.351,232.005,35.48,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
44,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",35.091,2110.474,227.686,37.796,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
45,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",22.621,2244.795,617.786,49.36,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
46,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",12.264,1473.332,285.307,30.525,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
47,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",16.18,2158.745,367.914,82.777,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
48,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",26.898,2806.941,216.546,43.96,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
49,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",14.274,2098.3,352.913,70.245,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
50,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",30.454,1861.655,294.973,78.338,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
51,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",32.309,2063.081,272.116,52.022,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
52,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",40.502,2840.461,272.939,43.401,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
53,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",28.392,2527.735,287.809,38.103,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
54,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",26.074,2844.903,505.709,49.174,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
55,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",15.716,2170.843,366.416,48.357,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
56,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",49.829,2242.499,236.589,37.643,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
57,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",26.898,2810.444,691.077,72.31,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
58,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",15.613,1754.587,326.782,30.498,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
59,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",26.898,2142.19,191.059,40.812,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
60,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",29.011,2342.057,202.917,36.629,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
61,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",27.774,2361.57,304.247,38,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
62,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",62.299,2722.34,626.713,703.044,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
63,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",24.579,1892.182,149.122,34.662,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
64,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",47.613,2224.681,248.412,33.828,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
65,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",25.661,2407.725,176.651,31.189,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
66,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",39.317,2202.123,260.266,41.439,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
67,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",23.188,2517.5,282.36,30.487,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
68,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",28.959,2793.925,695.641,49.786,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
69,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",45.861,2334.271,231.618,34.143,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
70,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",22.879,2620.097,269.514,117.975,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
71,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",27.826,1988.691,182.783,76.915,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
72,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",25.301,2979.285,527.941,55.564,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
73,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",26.331,2191.916,161.182,46.018,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
74,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",23.446,1808.505,239.279,35.512,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
75,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",32.309,1397.072,150.021,42.051,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
76,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",54.209,2720.296,418.608,46.167,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
77,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",26.228,2787.01,152.794,49.682,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
78,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",21.488,1717.679,206.266,44.082,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
79,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",22.93,1783.809,138.658,59.213,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
80,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",123.463,2941.92,247.604,650.085,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
81,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",29.99,2457.263,222.122,246.095,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
82,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",31.536,2528.297,659.358,41.979,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
83,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",27.62,2423.119,114.968,40.336,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
84,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",35.761,3158.722,253.189,50.676,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
85,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",76.984,2709.231,226.54,2858.956,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
86,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",27.774,2354.622,870.447,32.829,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
87,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",14.428,2339.489,446.739,33.6,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
88,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",49.416,3526.932,530.927,40.156,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
89,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",44.624,2282.233,237.225,44.9,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
90,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",38.389,2233.87,456.549,32.109,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
91,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",16.283,2167.291,201.892,55.614,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
92,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",36.843,2720.934,72.344,59.117,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
93,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",29.938,2422.542,140.272,27.604,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
94,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",42.563,2611.714,246.194,33.053,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
95,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",23.858,2829.469,274.976,53.367,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
96,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",23.188,2359.653,144.78,48.011,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
97,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",27.104,2883.291,163.791,63.776,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
98,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",19.066,1719.692,381.749,36.681,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
99,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",49.262,2094.306,155.493,161.886,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
100,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",30.763,2033.586,195.489,34.784,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
101,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",40.038,2648.454,222.898,53.082,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
102,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",17.726,1636.308,99.709,189.099,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
103,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",20.199,2172.077,534.222,61.219,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
104,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",35.864,2579.713,1201.239,44.955,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
105,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",110.633,2933.864,276.785,158.903,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
106,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",34.164,2547.404,364.916,2005.425,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
107,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",42.099,3577.009,647.674,423.55,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
108,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",31.175,3005.947,999.025,74.74,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
109,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",28.135,2006.093,192.062,28.053,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
110,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",16.283,2070.797,404.658,2999.778,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
111,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",19.736,2961.843,219.843,318.601,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
112,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",36.019,2885.319,241.813,395.582,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
113,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",27.774,3084.258,413.017,79.855,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
114,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",21.23,1908.757,202.583,38.388,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
115,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",18.55,1217.078,265.483,5121.881,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
116,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",19.323,2536.952,386.453,51.363,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
117,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",20.818,1881.233,268.792,39.319,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
118,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",43.336,1850.12,205.294,46.265,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
119,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",61.835,2509.027,489.912,34.255,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
120,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",12.109,2499.409,180.996,2917.6,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
121,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",27.053,2665.465,246.042,32.371,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
122,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",22.054,2343.495,123.133,1204.951,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
123,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",39.935,2529.152,306.308,53.145,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
124,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",17.778,3801.707,318.878,27.099,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
125,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",27.413,2446.842,372.87,1136.94,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
126,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",25.971,1952.728,195.202,38.694,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
127,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",33.03,2137.736,596.66,46.438,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
128,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",46.943,2861.933,253.76,1239.684,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
129,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",44.882,2876.055,302.398,30.138,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
130,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",56.785,2153.378,281.913,39.264,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
131,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",27.207,1931.295,236.551,36.498,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
132,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",13.604,1985.356,234.492,656.261,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
133,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",60.134,2318.877,256.098,97.709,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
134,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",41.223,2175.014,206.78,40.032,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
135,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",47.098,1768.27,280.286,3972.237,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
136,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",20.715,2999.336,188.945,1690.294,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
137,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",18.963,2124.777,178.353,35.785,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
138,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",44.933,1807.052,126.356,41.932,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
139,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",24.94,2900.686,193.829,2645.911,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
140,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",21.951,2225.575,308.127,77.232,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
141,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",30.196,2608.93,224.708,32.502,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
142,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",28.444,2020.871,307.321,32.594,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
143,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",31.124,2044.156,144.725,36.581,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
144,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",27.671,2393.143,133.112,198.534,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
145,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",46.428,1747.229,627.118,4550.951,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
146,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",26.177,2114.222,217.459,30.97,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
147,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",39.059,2274.269,166.889,33.921,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
148,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",17.932,2294.109,171.069,3356.836,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
149,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",29.887,2701.102,303.052,101.783,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
150,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",17.52,2491.459,195.015,60.694,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
151,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",34.731,2879.758,325.346,49.24,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
152,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",29.372,2084.049,169.454,41.177,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
153,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",17.365,2373.697,224.896,106.819,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
154,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",25.971,2522.284,207.808,38.48,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
155,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",38.338,2444.84,1047.97,35.559,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
156,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",27.053,2318.206,117.64,33.804,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
157,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",33.082,3037.545,631.576,1498.506,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
158,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",23.6,2674.504,243.865,32.773,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
159,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",34.164,2356.348,212.332,29.724,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
160,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",32.257,1837.273,263.134,1005.383,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
161,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",24.992,1873.548,429.528,51.808,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
162,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",26.537,2661.138,217.45,29.934,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
163,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",21.127,2840.651,124.002,553.183,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
164,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",15.562,2114.328,100.556,439.275,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
165,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",19.272,2987.011,656.591,62.805,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
166,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",27.259,2770.762,224.699,626.138,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
167,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",35.658,3268.522,150.737,179.916,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
168,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",22.724,2982.884,245.161,141.156,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
169,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",31.381,2829.678,566.432,42.056,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
170,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",47.252,2822.694,266.785,43.286,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
