"Label","RedCell","RedCellArea","RedCellIntensity"
"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",211,33.4575071090047,2492.00901421801
"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",253,31.23595256917,2237.17017391304
