"Label","NumDapi","NumRed","PercentRed","NumPiwiHi","PercentPiwiHi","NumPiwiLo","PercentPiwiLo","NumPiwiNeg","PercentPiwiNeg","Red_Piwi_Hi","Percent_Red_Piwi_Hi","Red_Piwi_Lo","Percent_Red_Piwi_Lo","Red_Piwi_Neg","Percent_Red_Piwi_Neg"
"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",2764,211,7.63386396526773,515,18.6324167872648,864,31.2590448625181,1385,50.1085383502171,25,11.8483412322275,135,63.9810426540284,51,24.1706161137441
"egfp-prog1-dig-PIWI1-Cy5-20x-SECT2",3084,253,8.20363164721141,438,14.2023346303502,907,29.4098573281453,1739,56.3878080415045,24,9.48616600790514,134,52.9644268774704,95,37.5494071146245
