"Cell","Label","Area","Mean_Fluor_Dapi","Mean_Fluor_Piwi","Mean_Fluor_Red","Dapi_Pos","Piwi_Status","Red_Pos","Dapi_Red_Pos"
1562,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",40.656,1937.506,386.989,5360.537,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
1563,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",43.748,2950.145,1443.807,41.13,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1564,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",46.943,2797.73,219.438,30.122,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1565,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",22.106,2178.198,568.657,20.438,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1566,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",34.164,2755.911,167.056,39.751,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1567,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",24.425,2322.745,112.899,33.584,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1568,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",12.006,2640.631,912.515,90.15,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1569,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",31.69,2058.423,665.702,22.633,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1570,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",29.629,1982.075,2515.337,56.202,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1571,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32.206,1716.608,193.509,26.832,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1572,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",37.719,1653.133,1231.249,1129.031,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
1573,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",34.782,1463.418,197.966,24.073,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1574,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",30.814,1852.388,205.42,35.094,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1575,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",31.484,3772.177,1302.885,37.435,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1576,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",24.167,1799.597,247.45,23.009,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1577,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",26.898,2109.701,417.31,38.496,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1578,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",45.861,2520.225,2558.857,26.338,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1579,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",26.537,2444.61,239.192,54.289,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1580,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",36.276,1649.901,127.53,35.452,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1581,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",38.595,2316.846,186.692,25.888,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1582,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",26.589,2859.545,212.5,65.083,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1583,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",25.61,1872.266,819.274,21.038,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1584,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",24.425,2756.027,3281.122,33.958,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1585,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",18.705,1499.713,239.956,44.826,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1586,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",73.893,2490.783,1283.072,77.831,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1587,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",17.314,1569.336,119.899,43.89,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1588,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",43.181,1484.646,83.155,33.637,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1589,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",38.338,2256.845,2656.54,33.32,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1590,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",43.439,2449.302,2820.53,48.599,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1591,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",34.988,1542.638,120.875,27.149,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1592,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",51.014,1511.837,73.74,24.353,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1593,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",29.011,1958.968,140.934,37.249,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1594,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",15.768,1595.608,233.908,38.716,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1595,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",21.642,2412.129,248.09,71.276,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1596,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",71.934,1213.524,225.614,4329.602,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
1597,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",26.228,2260.029,131.78,31.454,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1598,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",25.868,2560.299,179.546,40.835,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1599,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",36.998,2686.912,455.052,32.944,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1600,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",52.044,2786.965,231.61,236.276,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1601,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",29.165,2318.694,1971.867,29.203,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1602,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",19.942,2845.103,165.326,44.37,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1603,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",21.127,2788.741,222.244,52.522,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1604,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",39.78,2901.82,1415.211,42.545,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1605,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",20.457,1841.202,175.924,35.393,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1606,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",31.536,2872.753,755.567,90.072,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1607,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",55.394,1989.122,186.818,222.171,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1608,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",27.465,1993.786,1503.094,53.659,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1609,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",28.289,1984.224,108.807,30.778,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1610,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",58.279,1847.645,289.401,69.24,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1611,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",37.204,2283.245,805.591,29.202,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1612,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",31.896,1917.068,160.2,46.433,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1613,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",29.268,1884.63,121.995,50.889,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1614,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",19.426,1526.891,116.446,31.066,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1615,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",15.716,3358.39,568.892,42.269,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1616,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",49.313,2684.492,2242.65,31.608,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1617,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",22.364,1227.965,109.959,32.947,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1618,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",21.385,2924.949,2386.663,33.169,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1619,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",19.014,2353.691,167.225,62.78,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1620,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",44.057,1730.478,450.402,33.602,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1621,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",35.761,2638.846,166.683,30.716,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1622,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",14.943,1142.834,127.617,47.11,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1623,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",31.587,2120.385,496.918,45.442,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1624,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",42.975,2369.077,114.655,37.825,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1625,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",25.868,2911.759,1617.731,33.341,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1626,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",16.18,1100.838,134.895,40.408,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1627,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",42.151,2094.826,228.823,245.515,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1628,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",30.351,2106.423,136.944,45.105,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1629,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",26.022,3480.927,1562.154,47.208,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1630,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",22.93,2745.951,227.566,55.121,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1631,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",26.692,2396.598,169.071,41.093,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1632,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",26.434,2084.996,232.031,54.339,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1633,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",38.286,1692.655,105.359,18.826,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1634,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",23.703,3323.552,1108.422,36.072,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1635,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",19.787,1805.995,1478.284,34.318,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1636,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",49.468,2791.205,4739.435,40.822,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1637,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32.515,1795.049,526.708,27.013,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1638,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",19.942,1421.659,67.333,23.036,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1639,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",27.465,2718.991,218.336,72.632,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1640,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",17.108,2002.021,437.527,42.877,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1641,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",23.137,1443.285,79.053,38.278,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1642,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",12.161,1218.479,96.153,33.941,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1643,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",28.599,3094.243,1997.056,38.827,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1644,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",20.457,1936.088,2327.131,27.544,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1645,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32.618,1803.136,159.506,27.649,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1646,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",28.753,2231.271,1246.722,23.864,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1647,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",20.302,2666.675,220.426,23.985,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1648,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",27.413,2131.981,1445.773,26.12,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1649,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",12.058,1049.94,438.568,43.41,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1650,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",34.627,2205.774,699.442,38.271,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1651,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",20.045,3026.213,315.684,32.954,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1652,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",40.45,2086.674,1635.567,21.439,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1653,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",34.731,1808.092,284.365,506.309,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
1654,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",47.149,2180.516,1852.055,790.168,"TRUE","Piwi_Hi","TRUE","Dapi+_Red+"
1655,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",22.157,2515.6,124.084,31.751,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1656,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",23.188,2391.02,1428.636,30.822,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1657,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",25.507,2843.661,1388.594,32.501,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1658,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",16.489,1289.266,74.213,53.559,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1659,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",22.879,2623.032,679.849,26.782,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1660,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",25.919,1693.004,57.471,32.624,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1661,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",33.236,1909.69,94.188,35.347,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1662,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",26.383,2388.732,261.451,113.42,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1663,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",19.736,2227.752,762.621,32.723,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1664,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",23.497,1538.101,149.171,35.129,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1665,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",21.951,1948.171,87.582,25.822,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1666,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",28.959,2100.08,618.489,105.575,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1667,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",77.448,1830.349,165.429,53.942,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1668,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",27.671,1587.931,98.585,38.54,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1669,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",38.131,3363.364,1693.685,37.277,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1670,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",22.93,2688.337,248.892,55.488,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1671,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",27.156,1568.438,231.264,72.342,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1672,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",17.571,2099.065,688.056,884.76,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
1673,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",17.726,1754.049,763.358,25.41,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1674,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32.772,1980.381,215.064,41.915,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1675,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",15.201,1402.559,112.492,43.671,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1676,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",27.362,3460.582,2546.637,37.714,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1677,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",45.603,2465.902,205.876,57.269,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1678,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",26.795,1819.331,151.588,125.396,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1679,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",46.428,2564.871,146.309,32.036,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1680,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",28.083,2405.422,128.705,36.229,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1681,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",35.349,2572.415,994.762,46.258,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1682,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",12.109,1096.302,105.523,33.587,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1683,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",24.064,2069.57,106.381,42.636,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1684,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",35.967,2476.996,1398.401,20.605,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1685,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",63.69,2218.436,1362.717,26.749,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1686,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",56.527,2196.247,153.191,38.229,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1687,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",24.889,1663.952,332.213,1725.836,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
1688,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",15.613,1744.436,90.32,38.634,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1689,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",17.674,1339.222,134.169,55.991,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1690,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",52.92,1565.469,112.02,33.21,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1691,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",15.974,2022.084,198.255,28.294,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1692,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",43.233,2972.9,3222.998,38.223,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1693,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",12.831,1305.141,165.1,43.715,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1694,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",28.083,2421.455,181.116,41.206,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1695,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",13.861,1390.152,366.134,3969.755,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
1696,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",33.545,1811.315,129.289,46.217,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1697,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",18.035,1772.209,187.291,84.469,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1698,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",42.151,3697.722,1279.216,44.083,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1699,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",27.774,1472.108,132.56,48.019,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1700,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",25.661,2280.671,118.51,36.624,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1701,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",33.855,2756.458,1725.906,35.437,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1702,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",25.146,2591.043,244.189,107.637,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1703,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",31.536,2270.526,56.735,33.415,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1704,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",42.46,2920.936,4600.655,40.737,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1705,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",22.673,2641.923,934.605,29.318,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1706,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",48.077,2502.583,320.417,2028.531,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
1707,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",13.243,1520.043,117.576,38.525,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1708,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",38.595,2208.474,138.442,48.079,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1709,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",34.112,2226.796,277.352,935.438,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
1710,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",25.301,2235.002,132.839,77.063,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1711,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",22.003,2458.67,666.906,31.047,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1712,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",25.404,1417.824,90.136,28.225,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1713,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",12.006,2274.189,1148.961,40.189,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1714,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",85.95,2430.889,284.667,45.687,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1715,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",25.558,2087.288,411.454,49.962,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1716,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",28.908,1989.601,262.743,38.579,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1717,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",28.238,2063.728,179.891,33.131,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1718,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",37.925,1893.518,80.046,26.054,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1719,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",17.726,1420.602,105.25,32.561,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1720,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",33.288,2010.675,1166.139,21.588,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1721,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",24.785,3271.89,2017.295,36.563,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1722,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",16.902,2329.854,924.372,35.277,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
1723,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",52.302,2781.542,2038.702,28.106,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1724,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",13.604,2016.299,2439.424,35.345,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
1725,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",37.513,3443.239,84.379,38.874,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1726,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32.721,1200.95,501.71,1447.159,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
1727,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",33.751,1359.426,414.231,2028.397,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
1728,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",38.338,2282.204,54.309,27.82,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1729,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",20.199,1743.587,231.977,85.98,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
1730,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",18.963,2667.408,1869.155,56.647,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
