"Cell","Label","Area","Mean_Fluor_Dapi","Mean_Fluor_Piwi","Mean_Fluor_Red","Dapi_Pos","Piwi_Status","Red_Pos","Dapi_Red_Pos"
433,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",23.703,1787.626,671.722,45.959,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
434,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",35.246,2029.471,240.939,108.11,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
435,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",53.539,3025.909,892.4,351.651,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
436,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",21.333,3202.628,210.725,71.944,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
437,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",35.04,2770.754,100.631,41.068,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
438,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",18.653,3345.564,609.066,37.215,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
439,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",12.625,1930.306,228.922,67.286,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
440,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",34.473,2108.193,4322.052,77.135,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
441,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",18.602,1768.964,109.424,40.443,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
442,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",34.37,2606.433,1598.271,29.039,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
443,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",56.579,1838.009,395.203,2699.956,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
444,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",19.066,2733.465,1291.357,2413.578,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
445,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",18.293,2696.67,565.062,264.828,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
446,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",26.692,2918.392,318.06,28.597,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
447,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",21.178,2054.951,3451.268,124.45,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
448,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",22.364,1985.606,442.544,183.841,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
449,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",18.911,2669.098,157.046,42.199,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
450,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",25.919,2591.74,2325.312,54.449,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
451,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",38.647,2785.359,250.009,39.237,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
452,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",36.74,2278.417,181.924,41.046,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
453,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",56.167,3119.604,1772.341,40.902,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
454,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",15.562,2642.179,2151.54,60.623,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
455,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",16.438,2778.614,247.013,60.138,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
456,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",22.621,2601.456,193.039,40.918,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
457,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",25.868,2285.271,2345.171,62.454,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
458,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",41.429,3591.109,4275.929,40.291,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
459,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",14.48,1197.356,217.972,83.591,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
460,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32.412,1372.728,222.267,69.094,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
461,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",22.157,2696.881,263.553,48.137,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
462,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",18.499,2673.312,465.696,98.922,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
463,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",34.164,1722.314,226.903,70.579,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
464,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",15.922,940.453,168.207,65.576,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
465,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",14.943,2243.517,199.866,67.003,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
466,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",16.232,1814.489,393.19,49.902,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
467,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",34.731,2111.779,225.677,84.131,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
468,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",24.785,2398.688,140.089,31.773,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
469,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",24.27,2585.516,224.565,48.769,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
470,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",23.497,2309.268,121.053,48.393,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
471,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",25.352,2714.165,225.242,39.785,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
472,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",19.272,4878.377,180.906,28.561,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
473,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",20.354,2377.149,1073.377,1614.924,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
474,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",26.022,2045.78,234.784,113.758,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
475,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",26.537,2717.953,228.26,90.542,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
476,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",29.32,1493.483,185.309,68.608,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
477,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",26.434,1817.263,59.827,37.544,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
478,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",64.36,4219.167,3472.564,44.285,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
479,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",76.521,3423.429,819.081,38.089,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
480,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",33.288,3561.557,154.91,41.376,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
481,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",36.946,2796.113,260.791,31.188,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
482,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",18.653,3549.768,2435.18,55.997,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
483,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",18.396,2261.193,3243.417,62.793,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
484,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",24.682,2766.106,162.783,43.194,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
485,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",25.198,2044.07,241.458,64.331,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
486,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",19.684,2250.113,372.217,69.955,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
487,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32,3034.301,208.274,45.58,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
488,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",42.924,2279.594,177.564,44.852,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
489,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",30.711,2178.451,81.342,40.362,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
490,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32,2189.684,210.932,65.303,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
491,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",40.605,2241.138,186.709,53.15,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
492,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",15.819,1390.45,249.717,104.964,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
493,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",18.705,2530.799,206.099,362.749,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
494,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",31.278,1629.371,186.132,522.481,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
495,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",31.072,2499.4,232.133,315.128,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
496,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",38.492,1976.759,223.344,94.604,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
497,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",29.938,2380.771,2756.663,2328.857,"TRUE","Piwi_Hi","TRUE","Dapi+_Red+"
498,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",24.734,2298.308,690.64,34.935,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
499,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",31.896,1844.155,187.121,63.837,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
500,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",50.395,2704.272,365.084,45.231,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
501,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",15.046,2222.116,113.836,45.137,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
502,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",49.674,2336.849,139.573,36.296,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
503,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",27.568,2383.116,1558.364,30.63,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
504,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",17.108,1766.536,73.614,77.331,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
505,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32.309,2137.893,245.837,66.139,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
506,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",39.677,3509.086,1669.891,139.03,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
507,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",31.587,2298.832,225.592,36.804,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
508,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",24.167,3120.284,1790.646,63.222,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
509,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",17.108,1152.729,5012.849,116.873,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
510,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",27.671,1963.376,114.028,39.263,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
511,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",23.24,2163.931,410.721,4527.559,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
512,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",26.331,2671.27,628.301,33.775,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
513,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",30.557,3747.422,892.531,33.654,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
514,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32,1889.122,225.775,56.514,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
515,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",24.889,2027.217,98.172,36.414,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
516,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",27.31,2290.547,395.117,73.464,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
517,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",13.861,2550.342,79.041,53.546,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
518,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",76.211,2799.065,217.938,477.427,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
519,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",24.682,3194.411,1195.722,49.754,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
520,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",31.278,2486.99,877.669,55.028,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
521,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",29.011,2178.176,249.437,65.563,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
522,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",15.304,1717.525,1309.242,4062.562,"TRUE","Piwi_Hi","TRUE","Dapi+_Red+"
523,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",31.639,2185.02,206.311,76.819,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
524,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",23.085,2230.08,281.946,45.839,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
525,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",27.413,3707.141,1079.637,33.921,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
526,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",21.642,1411.433,85.479,34.288,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
527,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",15.15,1457.374,4211.731,58.935,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
528,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",17.984,1024.063,179.607,65.132,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
529,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32.206,1885.142,155.288,67.63,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
530,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",42.924,2712.391,1651.407,1479.731,"TRUE","Piwi_Hi","TRUE","Dapi+_Red+"
531,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",33.236,1836.478,198.143,87.515,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
532,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",81.364,3761.431,712.49,40.072,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
533,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32.154,2109.005,161.027,38.588,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
534,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",23.497,2198.693,186.768,51.303,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
535,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32.772,2254.701,684.541,40.325,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
536,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",57.97,1264.726,467.684,3103.685,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
537,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",27.774,3118.596,2048.917,401.748,"TRUE","Piwi_Hi","TRUE","Dapi+_Red+"
538,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",24.734,2719.871,665.188,152.435,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
539,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",21.797,2315.511,265.574,37.418,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
540,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",36.792,3874.244,329.669,45.964,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
541,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",41.481,2233.54,257.379,59.873,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
542,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",27.413,2539.496,132.887,38.665,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
543,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",35.297,2406.022,396.949,61.804,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
544,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",22.157,2126.344,2770.46,34.251,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
545,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",52.714,1771.484,325.9,4638.784,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
546,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",27.516,2155.099,136.73,38.933,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
547,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",51.632,3349.883,125.488,36.748,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
548,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",15.974,649.955,340.826,832.148,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
549,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",27.826,2390.481,229.752,74.113,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
550,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32,2774.599,231.929,537.361,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
551,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32.309,2141.198,151.56,45.976,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
552,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",41.275,3135.052,3384.468,37.593,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
553,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",25.146,2091.482,167.805,48.445,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
554,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",16.644,2822.006,1929.115,31.046,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
555,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",39.265,2874.062,2109.364,37.245,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
556,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",17.211,993.653,969.386,53.979,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
557,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",39.111,2917.364,818.004,99.752,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
558,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",29.526,2318.037,220.007,64.873,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
559,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",28.599,2273.515,482.467,123.132,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
560,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32.412,2096.447,229.269,61.714,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
561,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",36.74,1829.533,162.823,54.373,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
562,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",14.119,1648.588,535.354,33.978,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
563,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",36.019,1954.413,184.375,58.624,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
564,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",24.579,2337.31,442.484,45.933,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
565,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",58.228,2143.882,222.319,45.492,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
566,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",15.562,2970.139,5799.063,112.434,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
567,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",86.002,2842.886,234.769,50.292,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
568,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",29.217,2378.931,249.132,67.783,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
569,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",40.141,3602.193,2662.61,53.457,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
570,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",23.909,1877.963,3408.289,39.155,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
571,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",25.146,1975.838,101.447,29.947,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
572,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",35.4,2868.23,275.182,229.3,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
573,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",16.592,3727.978,239.32,34.469,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
574,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",12.831,1234.679,733.811,27.458,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
575,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",27.413,1409.417,112.803,59.417,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
576,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",35.916,1400.287,111.049,46.372,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
577,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32.824,2342.232,321.446,73.807,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
578,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",24.116,2096.902,2254.241,42.389,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
579,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",25.249,1422.739,88.624,35.929,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
580,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",26.074,2261.672,277.719,70.476,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
581,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",35.143,2407.006,170.856,49.411,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
582,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",34.731,2267.501,140.515,45.602,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
583,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",42.357,3163.856,179.489,35.04,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
584,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",28.702,1913.111,210.264,3245.438,"TRUE","Piwi_Neg","TRUE","Dapi+_Red+"
585,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",24.322,2639.731,228.153,58.979,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
586,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",14.325,2033.266,137.522,40.644,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
587,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",23.961,1946.174,111.604,45.325,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
588,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",29.99,3550.895,834.316,22.701,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
589,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",29.887,2897.922,4016.384,55.479,"TRUE","Piwi_Hi","FALSE","Dapi+_Red-"
590,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",21.333,3154.771,263.287,38.857,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
591,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",63.071,3011.005,824.31,32.842,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
592,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",32.103,1912.082,130.936,37.9,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
593,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",49.004,2438.272,599.198,1834.192,"TRUE","Piwi_Lo","TRUE","Dapi+_Red+"
594,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",15.871,1947.63,1095.071,33.477,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
595,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",33.751,1994.198,198.076,57.873,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
596,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",19.066,1969.032,312.384,62.792,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
597,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",31.69,3502.985,1213.807,280.59,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
598,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",23.961,3153.815,467.247,34.667,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
599,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",69.873,2144.63,224.199,42.42,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
600,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",31.433,2175.825,395.415,34.705,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
601,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",29.681,2200.868,555.651,44.085,"TRUE","Piwi_Lo","FALSE","Dapi+_Red-"
602,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",29.578,2113.754,194.136,59.77,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
603,"egfp-prog1-dig-PIWI1-Cy5-20x-SECT1",28.341,1807.015,180.482,63.076,"TRUE","Piwi_Neg","FALSE","Dapi+_Red-"
